# submitted_id	current_id	converted_id	current_symbol
CG4190	FBgn0001229	FBgn0001229	Hsp67Bc
CG2986	FBgn0015521	FBgn0015521	RpS21
CG18628	FBgn0036091	FBgn0036091	CG18628
CG11880	FBgn0039637	FBgn0039637	Ctl2
CG15510	FBgn0039707	FBgn0039707	Prtl99C
CG33696	FBgn0053696	FBgn0053696	CNMaR
CG12418	FBgn0040536	FBgn0040536	CG12418
CG2682	FBgn0033015	FBgn0033015	d4
CG13870	FBgn0034506	FBgn0034506	CG13870
CG11977	FBgn0037650	FBgn0037650	CG11977
CG3622	FBgn0086408	FBgn0086408	stl
CG5216	FBgn0024291	FBgn0024291	Sirt1
CG32108	FBgn0260965	FBgn0260965	CG42588
CG13338	FBgn0033867	FBgn0033867	Cpr50Ca
CG14164	FBgn0036057	FBgn0036057	Hez
CG13220	FBgn0033608	FBgn0033608	CG13220
CG1584	FBgn0023180	FBgn0023180	Orc6
CG12276	FBgn0029512	FBgn0029512	Aos1
CG6187	FBgn0032256	FBgn0032256	RluA-2
CG15111	FBgn0034419	FBgn0034419	CG15111
CG8776	FBgn0261673	FBgn0261673	nemy
CG2113	FBgn0035384	FBgn0035384	CG2113
CG2258	FBgn0029997	FBgn0029997	CG2258
CG18803	FBgn0284421	FBgn0284421	Psn
CG32945	FBgn0052945	FBgn0052945	CG32945
CG4930	FBgn0028515	FBgn0028515	EndoGI
CG1924	FBgn0030377	FBgn0030377	CG1924
CG8183	FBgn0019968	FBgn0019968	Khc-73
CG4832	FBgn0013765	FBgn0013765	cnn
CG2201	FBgn0032955	FBgn0032955	CG2201
CG1421	FBgn0032966	FBgn0032966	CG1421
CG18076	FBgn0013733	FBgn0013733	shot
CG17927	FBgn0264695	FBgn0264695	Mhc
CG4061	FBgn0025630	FBgn0025630	Rtca
CG3572	FBgn0022960	FBgn0022960	vimar
CG2368	FBgn0263102	FBgn0263102	psq
CG34449	FBgn0085478	FBgn0085478	Zdhhc8
CG8474	FBgn0025874	FBgn0025874	Meics
CG4937	FBgn0030808	FBgn0030808	RhoGAP15B
CG16870	FBgn0025115	FBgn0025115	Acyp
CG6303	FBgn0266717	FBgn0266717	Bruce
CG34372	FBgn0264339	FBgn0264339	CG43795
CG16857	FBgn0028482	FBgn0028482	bdl
CG5639	FBgn0039527	FBgn0039527	CG5639
CG11314	FBgn0039800	FBgn0039800	Npc2g
CG17377	FBgn0031859	FBgn0031859	CG17377
CG15141	FBgn0032635	FBgn0032635	CG15141
CG7118	FBgn0035886	FBgn0035886	Jon66Ci
CG4347	FBgn0035978	FBgn0035978	UGP
CG41496	FBgn0085657	FBgn0085657	CG41496
CG13197	FBgn0062449	FBgn0062449	CG13197
CG7105	FBgn0045038	FBgn0045038	Proc
CG9022	FBgn0014868	FBgn0014868	Ost48
CG6496	FBgn0023178	FBgn0023178	Pdf
CG32267	FBgn0052267	FBgn0052267	CG32267
CG3629	FBgn0000157	FBgn0000157	Dll
CG34281	FBgn0085310	FBgn0085310	CG34281
CG14060	FBgn0261547	FBgn0261547	Exn
CG7052	FBgn0041182	FBgn0041182	Tep2
CG6361	FBgn0030925	FBgn0030925	Hayan
CG34308	FBgn0085337	FBgn0085337	CG34308
CG33115	FBgn0028542	FBgn0028542	NimB4
CG17168	FBgn0039943	FBgn0039943	CG17168
CG7446	FBgn0001134	FBgn0001134	Grd
CG33285	FBgn0053285	FBgn0053285	CG33285
CG14233	FBgn0040089	FBgn0040089	meso18E
CG3700	FBgn0034796	FBgn0034796	CG3700
CG33550	FBgn0261292	FBgn0261292	CheB53a
CG31005	FBgn0051005	FBgn0051005	qless
CG34344	FBgn0261549	FBgn0261549	rdgA
CG13758	FBgn0260753	FBgn0260753	Pdfr
CG12193	FBgn0026398	FBgn0026398	Or22a
CG9453	FBgn0265137	FBgn0265137	Spn42Da
CG3353	FBgn0038869	FBgn0038869	Smyd5
CG4140	FBgn0261881	FBgn0261881	l(2)35Be
CG11211	FBgn0033067	FBgn0033067	CG11211
CG1338	FBgn0031128	FBgn0031128	hydra
CG8236	FBgn0037626	FBgn0037626	CG8236
CG6353	FBgn0038893	FBgn0038893	Archease
CG10874	FBgn0031395	FBgn0031395	CG10874
CG7564	FBgn0036734	FBgn0036734	CG7564
CG10704	FBgn0036285	FBgn0036285	toe
CG8567	FBgn0013799	FBgn0013799	Deaf1
CG1129	FBgn0037279	FBgn0037279	CG1129
CG41328	FBgn0085618	FBgn0085618	CG41328
CG30191	FBgn0045482	FBgn0045482	Gr59b
CG34107	FBgn0083943	FBgn0083943	CG34107
CG32442	FBgn0052442	FBgn0052442	Arv1
CG1140	FBgn0035298	FBgn0035298	SCOT
CG12689	FBgn0029952	FBgn0029952	CG12689
CG10376	FBgn0032702	FBgn0032702	CG10376
CG10069	FBgn0034611	FBgn0034611	MFS16
CG13251	FBgn0037014	FBgn0037014	CG13251
CG5605	FBgn0036974	FBgn0036974	eRF1
CG1941	FBgn0033214	FBgn0033214	CG1941
CG7958	FBgn0026160	FBgn0026160	tna
CG5077	FBgn0261550	FBgn0261550	CG42668
CG33270	FBgn0053270	FBgn0053270	CG33270
CG13704	FBgn0035583	FBgn0035583	CG13704
CG4713	FBgn0261983	FBgn0261983	l(2)gd1
CG30145	FBgn0050145	FBgn0050145	Obp57e
CG13120	FBgn0265001	FBgn0265001	ppk18
CG11113	FBgn0033165	FBgn0033165	CG11113
CG8436	FBgn0037670	FBgn0037670	Ibf1
CG10477	FBgn0035661	FBgn0035661	CG10477
CG13897	FBgn0035160	FBgn0035160	hng3
CG8290	FBgn0026573	FBgn0026573	ADD1
CG1501	FBgn0003950	FBgn0003950	unc
CG9078	FBgn0001941	FBgn0001941	ifc
CG18174	FBgn0028694	FBgn0028694	Rpn11
CG3934	FBgn0037783	FBgn0037783	Npc2c
CG3004	FBgn0264691	FBgn0264691	Lst8
CG4472	FBgn0020416	FBgn0020416	Idgf1
CG7611	FBgn0037094	FBgn0037094	CG7611
CG9899	FBgn0034829	FBgn0034829	CG9899
CG33724	FBgn0262595	FBgn0262595	CheA56a
CG5482	FBgn0034368	FBgn0034368	zda
CG9036	FBgn0034499	FBgn0034499	Cpr56F
CG9036	FBgn0082746	FBgn0082746	Dsim\GD25285
CG34410	FBgn0086913	FBgn0086913	Rab26
CG10483	FBgn0035649	FBgn0035649	CG10483
CG8210	FBgn0262512	FBgn0262512	Vha14-1
CG42492	FBgn0259994	FBgn0259994	OtopLa
CG12632	FBgn0264954	FBgn0264954	fd3F
CG11566	FBgn0031159	FBgn0031159	CG11566
CG31108	FBgn0051108	FBgn0051108	TTLL5
CG31108	FBgn0189768	FBgn0189768	Dsim\GD18234
CG15225	FBgn0034551	FBgn0034551	CG15225
CG12449	FBgn0027341	FBgn0027341	Gfat1
CG8445	FBgn0262166	FBgn0262166	calypso
CG1057	FBgn0037262	FBgn0037262	MED31
CG1448	FBgn0265274	FBgn0265274	Inx3
CG10215	FBgn0028434	FBgn0028434	Ercc1
CG34288	FBgn0085317	FBgn0085317	CG34288
CG10072	FBgn0261445	FBgn0261445	sgl
CG10007	FBgn0260744	FBgn0260744	Tango9
CG12327	FBgn0036492	FBgn0036492	Best3
CG6752	FBgn0038296	FBgn0038296	CG6752
CG4241	FBgn0067783	FBgn0067783	DPCoAC
CG14326	FBgn0038528	FBgn0038528	CG14326
CG3040	FBgn0029925	FBgn0029925	CG3040
CG8886	FBgn0010607	FBgn0010607	l(2)05714
CG1911	FBgn0039680	FBgn0039680	Cap-D2
CG18241	FBgn0032095	FBgn0032095	Toll-4
CG9885	FBgn0000490	FBgn0000490	dpp
CG5384	FBgn0032216	FBgn0032216	Usp14
CG33348	FBgn0053348	FBgn0053348	CheB42a
CG30085	FBgn0050085	FBgn0050085	Rif1
CG13640	FBgn0039237	FBgn0039237	CG13640
CG16807	FBgn0036621	FBgn0036621	roq
CG34112	FBgn0086608	FBgn0086608	CG34112
CG9395	FBgn0032506	FBgn0032506	CG9395
CG1859	FBgn0044011	FBgn0044011	Spn43Ad
CG33340	FBgn0053340	FBgn0053340	CG33340
CG1607	FBgn0039844	FBgn0039844	CG1607
CG11207	FBgn0030241	FBgn0030241	feo
CG5903	FBgn0038400	FBgn0038400	CG5903
CG14920	FBgn0032337	FBgn0032337	AstCC
CG32690	FBgn0052690	FBgn0052690	lncRNA:CR32690
CG13732	FBgn0036730	FBgn0036730	qjt
CG13732	FBgn0085943	FBgn0085943	Dsim\qjt
CG13165	FBgn0261611	FBgn0261611	CG42700
CG17778	FBgn0023534	FBgn0023534	CG17778
CG16988	FBgn0040291	FBgn0040291	Roc1b
CG17035	FBgn0036545	FBgn0036545	GXIVsPLA2
CG9092	FBgn0001089	FBgn0001089	Gal
CG4289	FBgn0037020	FBgn0037020	Pex14
CG16995	FBgn0031412	FBgn0031412	CG16995
CG3850	FBgn0033782	FBgn0033782	sug
CG1492	FBgn0030361	FBgn0030361	CG1492
CG5541	FBgn0030603	FBgn0030603	CG5541
CG7925	FBgn0003714	FBgn0003714	tko
CG7029	FBgn0039026	FBgn0039026	CG7029
CG11790	FBgn0039265	FBgn0039265	CG11790
CG8505	FBgn0033728	FBgn0033728	Cpr49Ae
CG7313	FBgn0036783	FBgn0036783	CheA75a
CG40992	FBgn0267432	FBgn0267432	kl-3
CG32161	FBgn0052161	FBgn0052161	CG32161
CG11281	FBgn0086916	FBgn0086916	snky
CG3186	FBgn0285952	FBgn0285952	eEF5
CG15085	FBgn0023214	FBgn0023214	edl
CG12330	FBgn0035686	FBgn0035686	Cpr65Az
CG14006	FBgn0031733	FBgn0031733	CG14006
CG6899	FBgn0004368	FBgn0004368	Ptp4E
CG8519	FBgn0035711	FBgn0035711	CG8519
CG32246	FBgn0052246	FBgn0052246	CG32246
CG11371	FBgn0067779	FBgn0067779	dbr
CG13766	FBgn0031834	FBgn0031834	CG13766
CG9373	FBgn0267790	FBgn0267790	rump
CG14850	FBgn0038239	FBgn0038239	CG14850
CG7460	FBgn0036749	FBgn0036749	CG7460
CG4609	FBgn0014163	FBgn0014163	fax
CG31366	FBgn0013275	FBgn0013275	Hsp70Aa
CG31099	FBgn0051099	FBgn0051099	CG31099
CG4527	FBgn0035001	FBgn0035001	Slik
CG3989	FBgn0020513	FBgn0020513	Paics
CG13674	FBgn0035858	FBgn0035858	CG13674
CG6131	FBgn0039480	FBgn0039480	Cpr97Ea
CG13877	FBgn0035112	FBgn0035112	CG13877
CG8070	FBgn0033379	FBgn0033379	Mys45A
CG41600	FBgn0085718	FBgn0085718	CG41600
CG32750	FBgn0052750	FBgn0052750	CG32750
CG31517	FBgn0047199	FBgn0047199	CG31517
CG18769	FBgn0042185	FBgn0042185	MCU
CG7262	FBgn0038274	FBgn0038274	Nup93-2
CG8363	FBgn0020389	FBgn0020389	Papss
CG14518	FBgn0039621	FBgn0039621	CG14518
CG7289	FBgn0031379	FBgn0031379	CG7289
CG8811	FBgn0033757	FBgn0033757	muskelin
CG10359	FBgn0035452	FBgn0035452	CG10359
CG11384	FBgn0040363	FBgn0040363	CG11384
CG6447	FBgn0039437	FBgn0039437	TwdlL
CG32356	FBgn0001253	FBgn0001253	ImpE1
CG4281	FBgn0025626	FBgn0025626	CG4281
CG12766	FBgn0035476	FBgn0035476	CG12766
CG14195	FBgn0030998	FBgn0030998	CG14195
CG10346	FBgn0032705	FBgn0032705	Grip71
CG33966	FBgn0053966	FBgn0053966	CG33966
CG3061	FBgn0038195	FBgn0038195	CG3061
CG16879	FBgn0283651	FBgn0283651	CG46301
CG6372	FBgn0035915	FBgn0035915	S-Lap1
CG3605	FBgn0031493	FBgn0031493	Sf3b2
CG12159	FBgn0033232	FBgn0033232	CG12159
CG11128	FBgn0037203	FBgn0037203	slif
CG9415	FBgn0021872	FBgn0021872	Xbp1
CG3313	FBgn0037980	FBgn0037980	DCAF12
CG2196	FBgn0039872	FBgn0039872	salt
CG12250	FBgn0261287	FBgn0261287	ymp
CG5847	FBgn0036985	FBgn0036985	zye
CG3428	FBgn0036005	FBgn0036005	pall
CG15522	FBgn0039723	FBgn0039723	CG15522
CG8525	FBgn0033735	FBgn0033735	Dera
CG42253	FBgn0259111	FBgn0259111	Ndae1
CG17202	FBgn0038043	FBgn0038043	CG17202
CG13325	FBgn0033792	FBgn0033792	CG13325
CG10833	FBgn0031689	FBgn0031689	Cyp28d1
CG1888	FBgn0033421	FBgn0033421	CG1888
CG6128	FBgn0285958	FBgn0285958	Fuca
CG6074	FBgn0039486	FBgn0039486	CAH9
CG11066	FBgn0033033	FBgn0033033	scaf
CG4180	FBgn0001977	FBgn0001977	CIAPIN1
CG40411	FBgn0010247	FBgn0010247	Parp
CG6542	FBgn0027506	FBgn0027506	EDTP
CG6488	FBgn0032361	FBgn0032361	CG6488
CG9520	FBgn0032078	FBgn0032078	C1GalTA
CG13471	FBgn0036443	FBgn0036443	CG13471
CG5272	FBgn0001120	FBgn0001120	gnu
CG18466	FBgn0010222	FBgn0010222	Nmdmc
CG10192	FBgn0260634	FBgn0260634	eIF4G2
CG31922	FBgn0051922	FBgn0051922	CG31922
CG33688	FBgn0053688	FBgn0053688	CG33688
CG4338	FBgn0038313	FBgn0038313	CG4338
CG15201	FBgn0030272	FBgn0030272	CG15201
CG41297	FBgn0085603	FBgn0085603	CG41297
CG2174	FBgn0263705	FBgn0263705	Myo10A
CG14156	FBgn0036078	FBgn0036078	Or67c
CG3018	FBgn0010602	FBgn0010602	lwr
CG4371	FBgn0010043	FBgn0010043	GstD7
CG7185	FBgn0035872	FBgn0035872	Cpsf6
CG15046	FBgn0030927	FBgn0030927	CG15046
CG5498	FBgn0027565	FBgn0027565	CG5498
CG4280	FBgn0015924	FBgn0015924	crq
CG8959	FBgn0030691	FBgn0030691	Efhc1.1
CG6614	FBgn0032369	FBgn0032369	CG6614
CG16717	FBgn0036028	FBgn0036028	CG16717
CG33764	FBgn0053764	FBgn0053764	CG33764
CG10932	FBgn0029969	FBgn0029969	CG10932
CG33126	FBgn0053126	FBgn0053126	NLaz
CG6479	FBgn0036710	FBgn0036710	CG6479
CG15098	FBgn0034398	FBgn0034398	CG15098
CG11588	FBgn0036221	FBgn0036221	CG11588
CG3331	FBgn0000527	FBgn0000527	e
CG2139	FBgn0028646	FBgn0028646	aralar1
CG31019	FBgn0051019	FBgn0051019	CG31019
CG1910	FBgn0022349	FBgn0022349	CG1910
CG30450	FBgn0043533	FBgn0043533	Obp56f
CG17081	FBgn0036480	FBgn0036480	Cep135
CG3922	FBgn0005533	FBgn0005533	RpS17
CG5302	FBgn0263040	FBgn0263040	CG43335
CG5302	FBgn0263041	FBgn0263041	CG43336
CG15120	FBgn0034454	FBgn0034454	CG15120
CG1817	FBgn0004370	FBgn0004370	Ptp10D
CG17484	FBgn0260799	FBgn0260799	p120ctn
CG13659	FBgn0039319	FBgn0039319	CG13659
CG30106	FBgn0050106	FBgn0050106	CCHa1-R
CG7356	FBgn0031975	FBgn0031975	Tg
CG11340	FBgn0039840	FBgn0039840	pHCl-2
CG15048	FBgn0265598	FBgn0265598	Bx
CG8599	FBgn0003598	FBgn0003598	Su(var)3-7
CG16800	FBgn0032462	FBgn0032462	CG16800
CG12132	FBgn0040236	FBgn0040236	c11.1
CG32569	FBgn0052569	FBgn0052569	TwdlZ
CG11141	FBgn0033177	FBgn0033177	CG11141
CG42485	FBgn0259975	FBgn0259975	Sfp87B
CG8316	FBgn0267967	FBgn0267967	corolla
CG3998	FBgn0270924	FBgn0270924	zf30C
CG15144	FBgn0032648	FBgn0032648	CG15144
CG8952	FBgn0030688	FBgn0030688	CG8952
CG32227	FBgn0052227	FBgn0052227	gogo
CG5855	FBgn0000339	FBgn0000339	cni
CG4804	FBgn0032178	FBgn0032178	Spn31A
CG3328	FBgn0034985	FBgn0034985	CG3328
CG1825	FBgn0010342	FBgn0010342	Map60
CG32104	FBgn0052104	FBgn0052104	CG32104
CG8094	FBgn0001187	FBgn0001187	Hex-C
CG8556	FBgn0014011	FBgn0014011	Rac2
CG5646	FBgn0039525	FBgn0039525	CG5646
CG6115	FBgn0040985	FBgn0040985	CG6115
CG14817	FBgn0026089	FBgn0026089	CG14817
CG14282	FBgn0038685	FBgn0038685	CG14282
CG9215	FBgn0030659	FBgn0030659	CG9215
CG2956	FBgn0003900	FBgn0003900	twi
CG4386	FBgn0034661	FBgn0034661	tpr
CG9334	FBgn0028986	FBgn0028986	Spn38F
CG8788	FBgn0028955	FBgn0028955	CG8788
CG31092	FBgn0051092	FBgn0051092	LpR2
CG8495	FBgn0261599	FBgn0261599	RpS29
CG34023	FBgn0283627	FBgn0283627	CR46300
CG7349	FBgn0030975	FBgn0030975	SdhBL
CG7349	FBgn0080279	FBgn0080279	Dpse\GA20284
CG5727	FBgn0032193	FBgn0032193	CG5727
CG5242	FBgn0037892	FBgn0037892	mRpL40
CG42390	FBgn0259736	FBgn0259736	CG42390
CG34002	FBgn0054002	FBgn0054002	CG34002
CG2811	FBgn0035082	FBgn0035082	CG2811
CG9029	FBgn0031746	FBgn0031746	CG9029
CG7464	FBgn0029091	FBgn0029091	Chs2
CG30445	FBgn0259977	FBgn0259977	Tdc1
CG2989	FBgn0263132	FBgn0263132	Cht6
CG18606	FBgn0034428	FBgn0034428	AANATL6
CG34402	FBgn0085431	FBgn0085431	CG34402
CG34301	FBgn0085330	FBgn0085330	CG34301
CG5977	FBgn0039141	FBgn0039141	spas
CG6824	FBgn0003028	FBgn0003028	ovo
CG8121	FBgn0037680	FBgn0037680	pasi2
CG6741	FBgn0000008	FBgn0000008	a
CG4091	FBgn0034894	FBgn0034894	sigmar
CG9754	FBgn0034617	FBgn0034617	Panx
CG9505	FBgn0031805	FBgn0031805	Nepl4
CG9642	FBgn0034183	FBgn0034183	SmydA-6
CG13258	FBgn0032582	FBgn0032582	CG13258
CG10016	FBgn0024244	FBgn0024244	drm
CG32697	FBgn0028341	FBgn0028341	Ptpmeg2
CG17907	FBgn0000024	FBgn0000024	Ace
CG10523	FBgn0041100	FBgn0041100	park
CG11582	FBgn0261952	FBgn0261952	srw
CG6192	FBgn0032341	FBgn0032341	Reps
CG7327	FBgn0014849	FBgn0014849	Eig71Ei
CG15332	FBgn0029986	FBgn0029986	CG15332
CG1441	FBgn0033464	FBgn0033464	CG1441
CG2187	FBgn0017448	FBgn0017448	CG2187
CG9097	FBgn0004870	FBgn0004870	bab1
CG9976	FBgn0016675	FBgn0016675	Lectin-galC1
CG8818	FBgn0033751	FBgn0033751	CG8818
CG8254	FBgn0041156	FBgn0041156	exex
CG11202	FBgn0021767	FBgn0021767	org-1
CG10772	FBgn0004509	FBgn0004509	Fur1
CG1171	FBgn0004552	FBgn0004552	Akh
CG34362	FBgn0085391	FBgn0085391	trv
CG12077	FBgn0035435	FBgn0035435	PIG-C
CG13222	FBgn0033602	FBgn0033602	Cpr47Ee
CG14340	FBgn0031302	FBgn0031302	CG14340
CG12223	FBgn0278608	FBgn0278608	Dsp1
CG11887	FBgn0033540	FBgn0033540	Elp2
CG10465	FBgn0033017	FBgn0033017	CG10465
CG33222	FBgn0053222	FBgn0053222	CR33222
CG9716	FBgn0037601	FBgn0037601	Cyp313b1
CG6563	FBgn0038306	FBgn0038306	Art3
CG15371	FBgn0030108	FBgn0030108	Gr8a
CG10513	FBgn0039311	FBgn0039311	CG10513
CG14675	FBgn0037385	FBgn0037385	glob3
CG31195	FBgn0051195	FBgn0051195	CG31195
CG2861	FBgn0029728	FBgn0029728	CG2861
CG7130	FBgn0037151	FBgn0037151	CG7130
CG33246	FBgn0053246	FBgn0053246	Ste:CG33246
CG13989	FBgn0031786	FBgn0031786	CG13989
CG14186	FBgn0036935	FBgn0036935	CG14186
CG4980	FBgn0039558	FBgn0039558	BCAS2
CG33330	FBgn0263929	FBgn0263929	jvl
CG13679	FBgn0035856	FBgn0035856	CG13679
CG18107	FBgn0034330	FBgn0034330	CG18107
CG12024	FBgn0035283	FBgn0035283	CG12024
CG32574	FBgn0052574	FBgn0052574	Twdlalpha
CG31548	FBgn0051548	FBgn0051548	CG31548
CG32854	FBgn0044511	FBgn0044511	mRpS21
CG17492	FBgn0086442	FBgn0086442	mib2
CG14685	FBgn0037831	FBgn0037831	Cap-H2
CG9127	FBgn0000052	FBgn0000052	Pfas
CG12063	FBgn0039851	FBgn0039851	mey
CG31174	FBgn0051174	FBgn0051174	CG31174
CG31079	FBgn0051079	FBgn0051079	CG31079
CG7718	FBgn0038649	FBgn0038649	CG7718
CG4269	FBgn0034741	FBgn0034741	CG4269
CG1349	FBgn0039802	FBgn0039802	dj-1beta
CG8376	FBgn0267978	FBgn0267978	ap
CG31626	FBgn0051626	FBgn0051626	CG31626
CG1970	FBgn0039909	FBgn0039909	ND-49
CG1970	FBgn0086839	FBgn0086839	Dpse\GA25154
CG1742	FBgn0025814	FBgn0025814	Mgstl
CG17725	FBgn0003067	FBgn0003067	Pepck1
CG11518	FBgn0043900	FBgn0043900	pygo
CG33755	FBgn0028377	FBgn0028377	gdl-ORF39
CG10391	FBgn0032693	FBgn0032693	Cyp310a1
CG7320	FBgn0036782	FBgn0036782	CG7320
CG32252	FBgn0052252	FBgn0052252	asRNA:CR32252
CG6725	FBgn0040271	FBgn0040271	Sulf1
CG30374	FBgn0050374	FBgn0050374	CR30374
CG16914	FBgn0025578	FBgn0025578	Lcp9
CG4087	FBgn0002593	FBgn0002593	RpLP1
CG17904	FBgn0032597	FBgn0032597	CG17904
CG1736	FBgn0261395	FBgn0261395	Prosalpha3T
CG13566	FBgn0034942	FBgn0034942	CG13566
CG11663	FBgn0029539	FBgn0029539	CG11663
CG32476	FBgn0052476	FBgn0052476	mthl14
CG33337	FBgn0053337	FBgn0053337	CG33337
CG12755	FBgn0002440	FBgn0002440	l(3)mbn
CG31056	FBgn0263597	FBgn0263597	Acp98AB
CG2125	FBgn0004859	FBgn0004859	ci
CG13622	FBgn0039202	FBgn0039202	CG13622
CG10189	FBgn0032793	FBgn0032793	CG10189
CG9913	FBgn0038205	FBgn0038205	Kif19A
CG11335	FBgn0039848	FBgn0039848	Loxl1
CG34139	FBgn0083975	FBgn0083975	Nlg4
CG5632	FBgn0036263	FBgn0036263	thoc6
CG31147	FBgn0045443	FBgn0045443	mthl11
CG10521	FBgn0015774	FBgn0015774	NetB
CG9327	FBgn0261394	FBgn0261394	Prosalpha3
CG18067	FBgn0034512	FBgn0034512	CG18067
CG13739	FBgn0033403	FBgn0033403	CG13739
CG12861	FBgn0033953	FBgn0033953	CG12861
CG41367	FBgn0267489	FBgn0267489	PRY
CG9070	FBgn0086519	FBgn0086519	Cpr47Eg
CG33492	FBgn0040849	FBgn0040849	Ir41a
CG13867	FBgn0034503	FBgn0034503	MED8
CG7538	FBgn0014861	FBgn0014861	Mcm2
CG30056	FBgn0050056	FBgn0050056	CG30056
CG1414	FBgn0024251	FBgn0024251	bbx
CG18777	FBgn0042118	FBgn0042118	Cpr65Ax2
CG8152	FBgn0034008	FBgn0034008	CG8152
CG13477	FBgn0036438	FBgn0036438	goddard
CG5225	FBgn0038468	FBgn0038468	CG5225
CG33502	FBgn0053502	FBgn0053502	CG33502
CG11735	FBgn0037590	FBgn0037590	Or85b
CG15321	FBgn0261617	FBgn0261617	nej
CG42459	FBgn0259949	FBgn0259949	Sfp23F
CG34043	FBgn0054043	FBgn0054043	CG34043
CG10637	FBgn0015772	FBgn0015772	Nak
CG9568	FBgn0032087	FBgn0032087	CG9568
CG34352	FBgn0261260	FBgn0261260	mgl
CG6388	FBgn0032430	FBgn0032430	CG6388
CG6146	FBgn0004924	FBgn0004924	Top1
CG40530	FBgn0085494	FBgn0085494	Mst77Y-16Psi
CG14950	FBgn0264606	FBgn0264606	Fife
CG2887	FBgn0030207	FBgn0030207	CG2887
CG7786	FBgn0034096	FBgn0034096	CG7786
CG40955	FBgn0085544	FBgn0085544	CG40955
CG32418	FBgn0052418	FBgn0052418	vito
CG3134	FBgn0003390	FBgn0003390	shf
CG3134	FBgn0003009	FBgn0003009	ord
CG34169	FBgn0085198	FBgn0085198	CG34169
CG1311	FBgn0035523	FBgn0035523	Ctl1
CG40793	FBgn0085517	FBgn0085517	CG40793
CG11309	FBgn0037070	FBgn0037070	CG11309
CG3848	FBgn0023518	FBgn0023518	trr
CG40813	FBgn0085521	FBgn0085521	CG40813
CG6913	FBgn0037937	FBgn0037937	Fer3
CG42338	FBgn0267001	FBgn0267001	Ten-a
CG33191	FBgn0053191	FBgn0053191	CG33191
CG9668	FBgn0003250	FBgn0003250	Rh4
CG10096	FBgn0038032	FBgn0038032	CG10096
CG32770	FBgn0260971	FBgn0260971	CG42594
CG17639	FBgn0038029	FBgn0038029	GstD11
CG5363	FBgn0004106	FBgn0004106	Cdk1
CG30324	FBgn0050324	FBgn0050324	CG30324
CG1988	FBgn0037464	FBgn0037464	CG1988
CG12945	FBgn0037755	FBgn0037755	CG12945
CG13822	FBgn0039098	FBgn0039098	GILT3
CG41073	FBgn0259997	FBgn0259997	CG41073
CG11007	FBgn0034455	FBgn0034455	CG11007
CG32700	FBgn0267253	FBgn0267253	CG32700
CG32700	FBgn0083446	FBgn0083446	Dsim\GD16059
CG8550	FBgn0033742	FBgn0033742	Nepl10
CG14425	FBgn0264270	FBgn0264270	Sxl
CG1099	FBgn0023388	FBgn0023388	Dap160
CG17219	FBgn0031494	FBgn0031494	CG17219
CG13216	FBgn0033591	FBgn0033591	CG13216
CG14872	FBgn0264776	FBgn0264776	CG44014
CG14872	FBgn0264775	FBgn0264775	CG44013
CG9969	FBgn0035382	FBgn0035382	Or63a
CG5948	FBgn0039386	FBgn0039386	CG5948
CG5793	FBgn0038858	FBgn0038858	CG5793
CG4510	FBgn0038746	FBgn0038746	Surf6
CG18111	FBgn0039678	FBgn0039678	Obp99a
CG17544	FBgn0032775	FBgn0032775	CG17544
CG11527	FBgn0011722	FBgn0011722	Tig
CG34337	FBgn0085366	FBgn0085366	CG34337
CG31475	FBgn0051475	FBgn0051475	CG31475
CG16849	FBgn0261992	FBgn0261992	CG42810
CG16849	FBgn0261991	FBgn0261991	CG42809
CG33703	FBgn0053703	FBgn0053703	CG33703
CG42402	FBgn0259821	FBgn0259821	CG42402
CG34264	FBgn0284444	FBgn0284444	ddbt
CG9610	FBgn0003129	FBgn0003129	Poxm
CG8822	FBgn0005779	FBgn0005779	PpD6
CG32235	FBgn0047330	FBgn0047330	CG32235
CG3566	FBgn0029854	FBgn0029854	CG3566
CG8918	FBgn0030823	FBgn0030823	TTLL1A
CG12532	FBgn0010380	FBgn0010380	AP-1-2beta
CG13096	FBgn0032050	FBgn0032050	CG13096
CG12014	FBgn0035445	FBgn0035445	Ids
CG14620	FBgn0014395	FBgn0014395	tilB
CG15693	FBgn0019936	FBgn0019936	RpS20
CG14731	FBgn0037964	FBgn0037964	CG14731
CG40798	FBgn0085519	FBgn0085519	CG40798
CG8171	FBgn0000996	FBgn0000996	dup
CG14975	FBgn0064227	FBgn0064227	Rdh
CG14177	FBgn0267796	FBgn0267796	Tmc
CG3329	FBgn0023174	FBgn0023174	Prosbeta2
CG8859	FBgn0033696	FBgn0033696	Cyp6g2
CG17762	FBgn0030412	FBgn0030412	Tomosyn
CG15116	FBgn0034415	FBgn0034415	CG15116
CG11228	FBgn0261456	FBgn0261456	hpo
CG6601	FBgn0015797	FBgn0015797	Rab6
CG31864	FBgn0051864	FBgn0051864	Qtzl
CG41284	FBgn0085599	FBgn0085599	CG41284
CG34248	FBgn0085277	FBgn0085277	CG34248
CG32048	FBgn0261555	FBgn0261555	CG42673
CG17797	FBgn0015583	FBgn0015583	Acp29AB
CG33747	FBgn0040076	FBgn0040076	primo-2
CG9964	FBgn0031432	FBgn0031432	Cyp309a1
CG7512	FBgn0036168	FBgn0036168	CG7512
CG17198	FBgn0039366	FBgn0039366	CG17198
